Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light
Optode1-730nm	Optode1-Ambient	Optode1-850nm	Optode2-730nm	Optode2-Ambient	Optode2-850nm	Optode3-730nm	Optode3-Ambient	Optode3-850nm	Optode4-730nm	Optode4-Ambient	Optode4-850nm	Optode5-730nm	Optode5-Ambient	Optode5-850nm	Optode6-730nm	Optode6-Ambient	Optode6-850nm	Optode7-730nm	Optode7-Ambient	Optode7-850nm	Optode8-730nm	Optode8-Ambient	Optode8-850nm	Optode9-730nm	Optode9-Ambient	Optode9-850nm	Optode10-730nm	Optode10-Ambient	Optode10-850nm	Optode11-730nm	Optode11-Ambient	Optode11-850nm	Optode12-730nm	Optode12-Ambient	Optode12-850nm	Optode13-730nm	Optode13-Ambient	Optode13-850nm	Optode14-730nm	Optode14-Ambient	Optode14-850nm	Optode15-730nm	Optode15-Ambient	Optode15-850nm	Optode16-730nm	Optode16-Ambient	Optode16-850nm
365.200754627063	139.405936251743	806.909633895615	1711.93936737045	176.53545063688	2567.85004305512	1080.34522492015	138	2251.85369209205	1837.4552296432	147.313695405626	2680.75550078344	1705.85670853451	127	3796.02228069538	1551.25602929719	136.15462082999	2299.73186568468	834.447679267383	125	1761.81233904953	1428.87413565984	147.179883842676	2098.93558896048	1210.35121741948	138.471110567362	2371.42785248326	1881.02894173039	161.854495344615	2711.33803635271	1399.76518553633	137.011749802608	2553.68098918171	1301.36383900915	139.351323626792	1840.62193074051	916.130522443626	126.04072345119	2231.65176367209	1463.86539262876	128	2739.29912871949	309.277113967731	126	852.991180464574	2614.80798906336	134.388567007222	4108.00363778836
365.274193112309	139.462631821534	807.354524523831	1712.25221519177	176.620653983839	2570.55807093483	1080.60592579807	138	2253.46385436919	1837.27947572062	147.333527221008	2682.52636624037	1705.73709848882	127	3798.5453874075	1550.6408033162	136.179616643789	2302.62385087832	833.751697581451	125	1762.45445221807	1426.69086514178	147.203927622267	2099.13165668479	1207.43054482096	138.49858856116	2369.93404265088	1879.04642395597	161.896009351275	2710.11271620288	1398.66333415776	137.004650252251	2553.40337495174	1301.42586240397	139.380040930108	1841.64849357703	915.496017833018	126.025106444853	2231.09535688216	1462.94565163924	128	2738.15446051535	309.142777551783	126	852.32451459751	2614.13958802634	134.405674393882	4106.06729732047
365.282876784627	139.510082693305	807.400856927789	1711.87689998247	176.684623048471	2570.86520843688	1080.61945846746	138	2253.78566503126	1836.64567430771	147.334766530527	2682.91023968519	1704.64223105924	127	3797.81054602425	1548.9949276941	136.196301052989	2303.86811006047	832.563921904635	125	1761.71058514867	1423.67743759218	147.201902564452	2098.03949842922	1204.29735344972	138.522635469237	2367.38575174161	1876.53418656373	161.917770049098	2707.42925482184	1397.12803796804	137.001327222897	2551.99779981265	1300.87781849736	139.409803455472	1841.37413728706	914.693805675371	126.016400054859	2229.62023335794	1461.85435636419	128	2735.78764919017	308.994558437232	126	851.394621656171	2613.45175235617	134.41566369631	4104.18129558472
365.220527025378	139.539491297858	807.003170485799	1710.85247874848	176.720408972099	2568.72984585471	1080.35826007434	138	2252.65407072398	1835.54121103391	147.314760770662	2681.70306385259	1702.63229547949	127	3793.57553477411	1546.45721852649	136.202164422313	2303.24598544553	830.921177657224	125	1759.44387850244	1419.98873827053	147.178835633094	2095.52178429507	1201.12160124512	138.538267465105	2363.8299043397	1873.66238365369	161.917770049098	2703.47304571282	1395.24424128904	137	2549.42846482112	1299.74730063162	139.432084568961	1839.74987742432	913.749440165855	126.016400054859	2227.19500306508	1460.60956960453	128	2732.17768391256	308.844069102567	126	850.243118160335	2612.82472065031	134.423304721269	4102.49065496339
365.091243139344	139.548151698701	806.179297469794	1709.35033232431	176.725774214722	2564.53621426882	1079.84115329199	138	2250.1116763584	1834.03912350186	147.276136516073	2678.95406974027	1699.88725264221	127	3786.12164931616	1543.2673178254	136.196301052989	2300.82157512693	828.915937821803	125	1755.72242434765	1415.84020977963	147.142233377408	2091.62373980601	1198.05157023386	138.541502581081	2359.41512290373	1870.60829513662	161.896009351275	2698.57799063787	1393.11921499577	137	2545.80528959788	1298.12195594102	139.439622203775	1836.9104483186	912.702403750906	126.025106444853	2223.91245219399	1459.25602352677	128	2727.48143618833	308.699962290061	126	848.932838875629	2612.34646840491	134.434121023543	4101.06307388161
364.913119796848	139.536940242208	805.00913800156	1707.63039365687	176.703741718354	2559.00345254256	1079.12981330148	138	2246.41040970833	1832.28086905818	147.224209336535	2674.95327129458	1696.67615983222	127	3776.19367516337	1539.72585822013	136.179616643789	2296.9148371237	826.683385550196	125	1750.81128923443	1411.4826718581	147.101880377306	2086.56648246171	1195.19544182563	138.529473161733	2354.36511365981	1867.52172633455	161.854495344615	2693.11589616459	1390.86616556148	137	2541.35061587324	1296.12746623761	139.427592784427	1833.12538513458	911.593056092728	126.04072345119	2219.94620199747	1457.84821557661	128	2721.95643366833	308.567221050943	126	847.52845712143	2612.06890080542	134.451452540909	4099.87248951662
364.710786458422	139.510008876469	803.617139600093	1705.98388632785	176.660067367587	2552.99784156026	1078.31734585477	138	2241.94827530622	1830.44515499063	147.167339822261	2670.14215957227	1693.31342421175	127	3764.83515295474	1536.14686298642	136.15462082999	2292.02265810952	824.381816034865	125	1745.11985799259	1407.17582478111	147.064502673146	2080.70365960772	1192.62656556481	138.500867043269	2348.96331071579	1864.52178110663	161.796254363015	2687.44458198532	1388.59914061453	137	2536.38124026701	1293.91688468472	139.394684147125	1828.76290852779	910.459059892613	126.061156926116	2215.50898159849	1456.43364506867	128	2715.89161921236	308.444098732739	126	846.08220767876	2611.97902931272	134.477364530763	4098.81142585367
364.513503146601	139.472170370176	802.145874872819	1704.66042427228	176.601594142161	2547.3413818822	1077.50682209153	138	2237.18479285668	1828.70212781774	147.113630179914	2665.006922167	1690.10651617997	127	3753.17710574208	1532.81035736009	136.124861433113	2286.7031909229	822.171312341623	125	1739.12566979923	1403.15669940371	147.035529024564	2074.45317159665	1190.38350667711	138.45682829087	2343.51395550351	1861.68894111884	161.72611924836	2681.85007907677	1386.42060144636	137	2531.25942367218	1291.64543259785	139.343996277105	1824.22241802638	909.332578220819	126.082403674188	2210.82520712326	1455.05054475349	128	2709.57281919964	308.326860344509	126	844.633729953147	2612.00624038162	134.509036987033	4097.7282164826
364.346872556026	139.429020338555	800.730709163482	1703.82210370251	176.534661760099	2542.64848674089	1076.79110986408	138	2232.55349773327	1827.18039923163	147.069152925397	2659.97753741448	1687.31257088502	127	3742.23692079993	1529.92429962262	136.094153476796	2281.4717761227	820.191352812285	125	1733.29702029816	1399.6136015784	147.016400054859	2068.22774784136	1188.4837867925	138.399784832112	2338.31296827682	1859.0812341742	161.64882099676	2676.54332946559	1384.41713010105	137	2526.34856023284	1289.4585411025	139.281237201061	1819.88292587297	908.241382581283	126.101082211157	2206.11331660304	1453.72324197544	128	2703.26451678158	308.209896835419	126	843.214130674008	2612.03042471015	134.542638100616	4096.47483284378
364.230979370769	139.38417555392	799.47742780293	1703.5220464433	176.465338239901	2539.24934631441	1076.24227964114	138	2228.39551077118	1825.95100392825	147.036856247461	2655.36482157402	1685.1094716269	127	3732.78115570091	1527.61035637314	136.065807178367	2276.72649131151	818.546330602403	125	1728.0295744669	1396.67347256506	147.005977475148	2062.37846582872	1186.93653303472	138.334499331641	2333.62401027268	1856.75058033672	161.570193913149	2671.67476349539	1382.66272633799	137	2521.97786145799	1287.48212361602	139.214712391071	1816.06484061212	907.212893976847	126.113897378801	2201.58489883866	1452.47339504932	128	2697.21865231432	308.090252546608	126	841.858021907316	2611.93528154457	134.573891006302	4094.96695447236
364.172964288613	139.342207986037	798.44980096115	1703.70396465459	176.398405857839	2537.17757611433	1075.8954778089	138	2224.91412846403	1825.01599734002	147.016400054859	2651.32954304409	1683.58017514317	127.001327222897	3725.21642171392	1525.9008016473	136.042050674087	2272.69319813476	817.292531891779	125	1723.58506427476	1394.39209845271	147.001327222897	2057.13957986062	1185.7393709911	138.266781201282	2329.65322993498	1854.73419100371	161.495635982894	2667.35484700461	1381.20360074157	137	2518.40775973247	1285.80451477174	139.151556599585	1812.99870038491	906.278341814908	126.118459717673	2197.45078479208	1451.32788332818	128	2691.68859747691	307.968330672217	126	840.611979332562	2611.64901992735	134.598748059039	4093.2206067131
364.170343901351	139.306422131982	797.668280096622	1704.2378962938	176.339932632414	2536.23695959275	1075.7549253522	138	2222.17354896614	1824.32837622558	147.005977475148	2647.90433152407	1682.715372003	127.004650252251	3719.62922139148	1524.75520065336	136.023779221956	2269.45713721164	816.437215218609	125	1720.090495681	1392.76112596303	147	2052.64576470676	1184.89055838421	138.203745636985	2326.53590306914	1853.07125603035	161.428735984215	2663.6727519526	1380.06542161094	137	2515.80528874282	1284.47995762498	139.098013173577	1810.81155146879	905.472755661256	126.113897378801	2193.9138505283	1450.32076551835	128	2686.92610297823	307.849510665335	126	839.538258185345	2611.17328759335	134.616231530918	4091.36412849925
364.210173544869	139.278531003891	797.113422828072	1704.94544565865	176.296258281646	2536.08473441269	1075.78810449158	138	2220.11591412822	1823.80223607815	147.001327222897	2645.02856930749	1682.42504219723	127.011749802608	3715.83692779861	1524.08015872998	136.011749802608	2266.99588854538	815.943691136177	125	1717.54138185884	1391.72276077738	146.998672777103	2048.94878664586	1184.38181207991	138.151276982845	2324.33348076338	1851.79203478047	161.372684480687	2660.70067227895	1379.24246251539	137	2514.22934607948	1283.51844621461	139.057123506049	1809.51806452314	904.828385347298	126.101082211157	2191.15574341304	1449.48716879768	128	2683.15504402884	307.74199784652	126	838.707138705022	2610.58909275257	134.626972385559	4089.62411757606
364.273430318903	139.26025231085	796.73619238088	1705.64470072471	176.272898562381	2536.31687528941	1075.93807138702	138	2218.58875027845	1823.33809281734	147	2642.58478481892	1682.56062441583	127.023779221956	3713.48378263355	1523.7510507723	136.004650252251	2265.22730862047	815.738759751394	125	1715.82804931681	1391.18393814825	146.995349747749	2046.05044915728	1184.19817301855	138.114692845176	2323.03047460982	1850.90926444013	161.328607070098	2658.47877059041	1378.69642458502	137	2513.62379242066	1282.88621535015	139.029756697104	1809.02066628176	904.368257785784	126.082403674188	2189.3068711767	1448.85516995719	128	2680.53073876455	307.654624748621	126	838.182140072588	2610.03660680067	134.631088981404	4088.27261289682
364.339416782778	139.252231725904	796.471352632098	1706.18423662769	176.274940775651	2536.5572780268	1076.13613348211	138	2217.39593939928	1822.8492765035	147	2640.44342051648	1682.94324532261	127.04072345119	3712.13959177643	1523.6362376449	136.001327222897	2264.04871068306	815.729086550442	125	1714.77233011424	1391.03658630872	146.988250197392	2043.93218349812	1184.31790238436	138.094523927885	2322.53658889792	1850.41854506151	161.295475233124	2656.98623112432	1378.3607658466	137	2513.81398620371	1282.51628405214	139.013077025505	1809.1137641943	904.098719692151	126.061156926116	2188.40457168053	1448.43039085471	128	2679.07582498999	307.594696832202	126	837.996290709675	2609.67398889188	134.628118423063	4087.55389986776
364.387934698273	139.253152760493	796.24966711688	1706.46081974833	176.302299926024	2536.50249425379	1076.31020506925	138	2216.32521110809	1822.26695205147	147	2638.4769800901	1683.39525667099	127.061156926116	3711.37775765348	1523.61738563973	136	2263.36032630195	815.816775940132	125	1714.163654554	1391.17658939776	146.976220778044	2042.56887721183	1184.71604310763	138.089586400323	2322.70075881907	1850.29853686413	161.270530267009	2656.12696761502	1378.15404602921	137	2514.53386791426	1282.32098399859	139.004650252251	1809.51281107574	904.009285512379	126.04072345119	2188.36911015648	1448.19963866353	128	2678.65020308025	307.565478481213	126	838.13659594952	2609.65122443614	134.617068562773	4087.63602891119
364.404764821683	139.261851332292	796.013602350323	1706.43489635687	176.352243764851	2535.9669058758	1076.40403258548	138	2215.19573945237	1821.56021792746	147	2636.58682451334	1683.76559765804	127.082403674188	3710.8325004089	1523.60497661216	136	2263.07115894142	815.913137158917	125	1713.79036283796	1391.51704021664	146.957949325913	2041.92466401591	1185.36235590107	138.09680792259	2323.31600123535	1850.51109244031	161.250101529684	2655.71328656567	1377.99109981483	137	2515.44730648884	1282.20937852776	139.001327222897	1809.88637853616	904.067607255039	126.023779221956	2188.99976894307	1448.11885850728	128	2678.94704647546	307.56536437539	126	838.536120219358	2610.0451553512	134.596347742962	4088.56355216612
364.381803562582	139.276400877243	795.721050500823	1706.11809066861	176.416726361572	2534.88543517104	1076.37860550509	138	2213.87443003102	1820.72681395089	147	2634.69955383002	1683.96349086173	127.101082211157	3710.21804723004	1523.56131306479	136	2263.08754682369	815.958406514111	125	1713.46160809537	1392.00625547755	146.934192821633	2041.93427056215	1186.23271105371	138.110382715658	2324.14506041925	1851.01307283565	161.23059389652	2655.49468187327	1377.80535789148	137	2516.20512984101	1282.10846936234	139	1809.91069576946	904.227371765878	126.011749802608	2189.99038224806	1448.1251534766	128	2679.5242748989	307.587676488498	126	839.076150753323	2610.85032310135	134.56455175356	4090.25102134221
364.316945777172	139.293345036904	795.35490127663	1705.55609341487	176.486043513372	2533.30639941201	1076.21803560794	138	2212.29739663617	1819.78582200663	147	2632.77808413901	1683.9549680536	127.113897378801	3709.3590936801	1523.48795320611	136	2263.32129347718	815.921042664746	125	1713.03233593209	1392.62000469581	146.904519300307	2042.50247179926	1187.30809061572	138.126974404306	2324.93474663303	1851.76356133753	161.209378078494	2655.17667329286	1377.55966503244	137	2516.48351772407	1281.97648222837	139	1809.31375237487	904.436071799873	126.004650252251	2190.98074751337	1448.15009161233	127.998672777103	2679.88181910837	307.620386784953	126	839.606460317763	2611.97694079593	134.522917519712	4092.50361763896
364.214624256496	139.31045555205	794.916932642087	1704.80582205318	176.550000112259	2531.35514967061	1075.92393659576	138	2210.46292027356	1818.7672209423	147	2630.80873014028	1683.76689692322	127.118459717673	3708.15349727739	1523.43158880139	136	2263.66827916447	815.803021514834	125	1712.40071592531	1393.3662168561	146.86916109174	2043.4851716101	1188.57138156402	138.143566162526	2325.45091792774	1852.71754102386	161.18426689604	2654.47892436219	1377.2486834037	137	2516.03922518747	1281.8005283168	139	1807.92023986078	904.642192765604	126.001327222897	2191.61958950204	1448.1303680195	127.995349747749	2679.55047060999	307.650675238578	126	839.971919720189	2613.26593615606	134.472175932398	4095.07237977826
364.083354933401	139.326732876412	794.423493881427	1703.93049322432	176.60154773181	2529.1870545851	1075.51675144889	138.001327222897	2208.41668283812	1817.7112544248	147	2628.78941042411	1683.4683257325	127.113897378801	3706.57329439201	1523.45992970656	136	2264.02040940574	815.633033174426	125	1711.52002496511	1394.26926632703	146.828979115151	2044.70783320085	1190.00988125445	138.159271082241	2325.52129297361	1853.8366660635	161.155948052887	2653.20710011811	1376.898322498	137	2514.76166132837	1281.59872836517	139	1805.69368550969	904.810711274831	126	2191.62397925813	1448.03038786388	127.986922974495	2678.17641236036	307.666556744027	126	840.041876207752	2614.54421475153	134.41566369631	4097.68165381054
363.932865598736	139.342205552302	793.897240398799	1702.98324309807	176.636532848037	2526.95025793831	1075.02775062504	138.004650252251	2206.2355917509	1816.65852273385	147	2626.72683741372	1683.15173856807	127.101082211157	3704.65906891706	1523.64836510546	136	2264.27907260208	815.45974066615	125	1710.3985875735	1395.36033754139	146.78352710875	2045.98862629483	1191.61050232912	138.173988939881	2325.06552662214	1855.0822720337	161.124861433113	2651.2965021789	1376.55459917088	137	2512.69114168705	1281.40371115486	139	1802.73971446997	904.927692008949	126	2190.84464219326	1447.85029527721	127.970243302896	2675.60490053109	307.66029965214	126	839.742843328082	2615.66709486481	134.356803182753	4100.10691641351
