Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light	Light
Optode1-730nm	Optode1-Ambient	Optode1-850nm	Optode2-730nm	Optode2-Ambient	Optode2-850nm	Optode3-730nm	Optode3-Ambient	Optode3-850nm	Optode4-730nm	Optode4-Ambient	Optode4-850nm	Optode5-730nm	Optode5-Ambient	Optode5-850nm	Optode6-730nm	Optode6-Ambient	Optode6-850nm	Optode7-730nm	Optode7-Ambient	Optode7-850nm	Optode8-730nm	Optode8-Ambient	Optode8-850nm	Optode9-730nm	Optode9-Ambient	Optode9-850nm	Optode10-730nm	Optode10-Ambient	Optode10-850nm	Optode11-730nm	Optode11-Ambient	Optode11-850nm	Optode12-730nm	Optode12-Ambient	Optode12-850nm	Optode13-730nm	Optode13-Ambient	Optode13-850nm	Optode14-730nm	Optode14-Ambient	Optode14-850nm	Optode15-730nm	Optode15-Ambient	Optode15-850nm	Optode16-730nm	Optode16-Ambient	Optode16-850nm
541.890960959539	142.082403674188	892.550591518771	866.08871177355	256.053033806807	1094.85307481569	598.55215910906	151.957949325913	867.642379024862	1252.97151710706	165.855285900085	1561.08058196908	1208.01091332772	141.250508614521	2095.04445314221	1108.41790837234	154.434792666016	1574.76479581651	487.517697304574	136	722.698885027807	1158.54271894097	175.951717858991	1537.83043888569	643.70056659495	149.593265582107	884.012062812958	965.679733959452	190.529897402025	1205.95811250355	1161.12872912909	190.696629750143	1893.5742361098	1275.39713776303	149.500345852608	1575.33459462982	955.345807573732	179.433582677428	1840.36322404581	1228.26216149036	138.064502673146	2156.55555361025	813.824686716201	221.713238663818	1542.01462231954	1077.0117599225	142	1699.14300777383
541.369603399098	142.101082211157	891.550776137842	865.380020979264	255.703287919917	1093.94403695273	597.924009282397	151.934192821633	866.423158608174	1251.16660765268	165.768231973646	1558.7083685989	1207.37143919704	141.231379644816	2093.59789587391	1106.5700349184	154.319568064318	1571.87683053266	487.170461173893	136	721.575996456941	1155.57643513789	175.798960560186	1533.3485669322	643.214877659991	149.58676288412	882.784342003036	964.914690984535	190.421715640511	1203.3853317198	1161.03855936235	190.632947960822	1892.63427282465	1275.00210710007	149.461747790465	1573.11315415474	954.880547736063	179.333710454859	1838.09531777329	1226.75619161555	138.035529024564	2151.28330623549	813.766743832861	221.678899565098	1540.68534242482	1076.50553032212	142	1696.45508670631
540.663751364483	142.1138973788	890.05435696085	864.388187819273	255.272878307266	1092.5270715054	597.126027807715	151.904519300307	864.781037731412	1248.93103282291	165.655399959881	1555.50773641882	1206.41394799217	141.206840867009	2091.04435322517	1104.18057849602	154.208063273451	1567.72060517833	486.685802482121	136	720.024400651262	1151.89598188241	175.620930959328	1527.23416973901	642.620121431522	149.574175222701	881.187328710141	963.867832124655	190.302743769168	1200.32349393941	1160.78997088631	190.540175358184	1891.08689050627	1274.35562710122	149.413576917563	1570.41746418235	954.172587148221	179.23716439013	1835.40721226292	1224.98551271332	138.015072831962	2145.49051892327	813.482523943346	221.626921171573	1538.90666292135	1075.79380826132	141.998672777103	1693.33334551947
539.824691795971	142.118459717673	888.170900002327	863.182510988909	254.785603917941	1090.70762479703	596.218512818457	151.870488314637	862.84923075242	1246.39340280031	165.519050582022	1551.67923962221	1205.2511302809	141.176381527814	2087.67421771917	1101.45412989902	154.103207600203	1562.63491204812	486.097453551261	136	718.156144773226	1147.83083486887	175.429020338555	1519.97055590266	641.942936507324	149.561329055438	879.312168183696	962.588456106072	190.175054304917	1196.94351342563	1160.41692641959	190.428815190868	1889.07514450823	1273.47566898805	149.364138794436	1567.38540169366	953.305602936623	179.146906347334	1832.63725950477	1223.07786225506	138	2139.69605606769	813.037232654582	221.56702071043	1536.96417772556	1074.9541519969	141.994022524852	1690.10340911794
538.910029769906	142.1138973788	886.040366075952	861.842496687282	254.26709481052	1088.62284220045	595.26658476032	151.833629367401	860.779457036719	1243.69446535745	165.363190442512	1547.46744073926	1204.00426555302	141.141805662347	2083.86997304103	1098.61472361113	154.004650252251	1557.04680774389	485.44680966751	136	716.119471414206	1143.73260401663	175.235414964768	1512.1621706787	641.218570435302	149.552725364769	877.277938299286	961.146758019725	190.03992528504	1193.42201357025	1159.96407220041	190.30781826171	1886.77761367196	1272.4026258907	149.319661539918	1564.16638374959	952.363941154597	179.059829703219	1830.07102343367	1221.14932808735	137.983599945141	2134.32988567807	812.498615842186	221.500674313436	1535.10448689019	1074.0635728667	141.982272722244	1687.05329059369
537.974216571649	142.101082211157	883.808118107365	860.446306269357	253.739904730556	1086.40762997078	594.3312219948	151.795276911358	858.715830657991	1240.96786054872	165.195235687953	1543.11639797466	1202.78616023433	141.106182896144	2080.03900932486	1095.87216722056	153.909869425302	1551.4013353255	484.778418778872	136	714.073451279479	1139.92840084985	175.051929079423	1504.44847382455	640.48541909131	149.550188153284	875.21734847361	959.623616393718	189.896792399797	1189.92739808373	1159.47395634636	190.184284051494	1884.38149074253	1271.1919529166	149.283093342763	1560.91210855569	951.419909719561	178.971570525793	1827.87889169317	1219.28888118113	137.959820723185	2129.64940446686	811.919176541612	221.423493562183	1533.47454750134	1073.17987196136	141.959820723185	1684.36305165836
537.064691089327	142.081076451291	881.602888907135	859.057264419372	253.222345549943	1084.16976182832	593.464296857127	151.756998020674	856.774907498757	1238.32803664121	165.023779221956	1538.8287494758	1201.68769653091	141.072906728724	2076.54727052648	1093.39176692424	153.815715948506	1546.09451399817	484.135612776898	136	712.164431298588	1136.67374620899	174.886994262949	1497.41425441292	639.782902858258	149.550365001126	873.258636595434	958.106820558995	189.746033966361	1186.61272279972	1158.98516468371	190.061156926116	1882.05828677914	1269.91532526425	149.253938508789	1557.7673151126	950.520763601117	178.873292794581	1826.09308484089	1217.54378272944	137.922420301349	2125.70292532014	811.324511199844	221.323197306838	1532.0944321984	1072.3280364696	141.922420301349	1682.06987309717
536.217984917616	142.056506673866	879.522956296825	857.72094231282	252.723334427179	1081.9692597667	592.703078248774	151.718951373815	855.030868301358	1235.86245586961	164.857237565845	1534.74059273661	1200.76501947198	141.045373703441	2073.66860952733	1091.27625276512	153.719828163974	1541.42484895176	483.553005439918	136	710.505063335538	1134.12572675942	174.744667409941	1491.51768186509	639.145431434901	149.547480056228	871.50948036418	956.679631007695	189.588203507418	1183.61179787094	1158.5221332364	189.938843073884	1879.94685730074	1268.64719134769	149.230186811682	1554.86685746268	949.688637390131	178.758857000092	1824.62259942131	1215.91961966819	137.86836292559	2122.34975644194	810.711665059826	221.188051061934	1530.87096141004	1071.49879574129	141.869690148487	1680.07225301134
535.456334340827	142.028973648582	877.633112913034	856.455267728123	252.243141865278	1079.82132091666	592.064182667586	151.679788773111	853.517173251391	1233.62066037821	164.702616735855	1530.92442140359	1200.04279699976	141.023779221956	2071.56144831626	1089.56581699887	153.620386784953	1537.57414177847	483.055833693722	135.998672777103	709.164717207384	1132.33762811874	174.624510018283	1487.05123270061	638.59745555757	149.536430126365	870.042651162213	955.41621652013	189.425697309202	1181.04236708183	1158.09973282082	189.815715948505	1878.14622605922	1267.46217554271	149.208592330198	1552.33304157369	948.93044967812	178.623977013193	1823.30510754374	1214.40152926227	137.79798867075	2119.33317381794	810.06458075401	221.010418631369	1529.6463844548	1070.66488383528	141.802638923	1678.17745314894
