Subject,Condition,Optode,MeanAcrossBlocksHbO,MedianAcrossBlocksHbO,AUCHbO,MaximumHbO,RobustPeakHbO95
8,1,4,-0.0134217524254516,-0.0290713386002242,-0.800605767273955,0.146147097059925,0.129829292263282
8,1,5,0.00363734942980051,0.0161475329339375,0.20706196841293,0.183997885067196,0.162233981663166
8,1,6,-6.27231039276646e-05,0.00667907155548621,-0.00991653790589908,0.16692927528365,0.147674653775005
8,1,7,0.0283886103248878,0.0599840191483694,1.6630238214489,0.301835419266068,0.270820078810825
8,1,8,0.0151826532216204,0.0196949224035589,0.887251541724495,0.248752941610783,0.218421323800688
8,1,9,0.0251021648534598,0.0324008850192527,1.46848025037093,0.276580650826847,0.25033749673251
8,1,10,0.0128545045400005,0.0368761601445451,0.746686271173747,0.294219321705912,0.265751672208668
8,1,11,0.00727781124053327,0.00983009004159224,0.417345241607909,0.260014071748625,0.234468597202948
8,1,12,0.0273424387306038,-0.00229774186839286,1.6010075861777,0.278214885459578,0.249064692796346
8,1,13,-0.00219566890667356,0.00509862206974814,-0.138097676485177,0.218954534373608,0.203958943230508
8,1,14,0.00731079120570585,-0.0136018021247227,0.425387632043257,0.168478041879291,0.154463981756447
8,1,15,-0.0036479926288904,-0.0253980043382094,-0.22036658965658,0.156374945280719,0.141634031952269
8,1,16,-0.00151461459571498,-0.000366497125154383,-0.0965631851687744,0.194302731572761,0.17639937745001
8,2,1,-0.111749156078478,-0.0558966996162908,-6.59568237209032,0.103753995391554,0.0606274838761885
8,2,2,-0.132687127451506,-0.0227829448103626,-7.83095530657167,0.144198212812228,0.0948550348646121
8,2,3,-0.0906222739838811,-0.0350741985837451,-5.35079160155477,0.0955633862478677,0.061236708273039
8,2,4,-0.0910979991267851,-0.00407818204584178,-5.37845894643356,0.0972973647847386,0.0556940011849313
8,2,5,-0.109583519469524,-0.0299372689920146,-6.46954422123946,0.12442759709007,0.0738099878667704
8,2,6,-0.136247924869757,-0.0346584564598596,-8.04047145241003,0.0936772272374639,0.0413052938376634
8,2,7,-0.158653303061062,-0.028984050839705,-9.36444754535323,0.164428694734034,0.0890547222755517
8,2,8,-0.171331981341333,-0.0350874186389705,-10.1120243825043,0.148435819312503,0.069742961522191
8,2,9,-0.0996723991544554,-0.0242211266556642,-5.8815235871056,0.129608660852239,0.0875591892645607
8,2,10,-0.17603369159798,-0.0657198572807337,-10.3876718064233,0.150065951404566,0.082717435561657
8,2,11,-0.0768257055934588,-0.00060268601978494,-4.53774040706911,0.157643819354186,0.119447444658215
8,2,12,-0.131820531705006,-0.102922337588404,-7.77638048867929,0.116846253572872,0.0679495436347295
8,2,13,-0.0820932532840091,-0.0352743493699893,-4.84750199652437,0.0978263145571931,0.0774010828591223
8,2,14,-0.0838879385456894,-0.0903609594868673,-4.95221138059492,0.0958222269379762,0.0606447341165661
8,2,15,-0.0996161050987225,-0.0968519423342288,-5.87889177060394,0.0847899934743257,0.0413839705783891
8,2,16,-0.125216917299948,-0.121511136514537,-7.38992992600496,0.121126585023323,0.0696293892298067
8,3,1,0.209628182912804,0.265589417185578,12.3590068538635,0.550184679907274,0.513135805420942
8,3,2,0.241232933336389,0.293223429688626,14.2171233953741,0.669195164774808,0.636178940206517
8,3,3,0.18178975255671,0.23637473156658,10.7171495651558,0.483669555235306,0.463537409525897
8,3,4,0.180823958308188,0.225601241288995,10.6607259185909,0.504534707869979,0.485609192836988
8,3,5,0.162775850370526,0.182342804155131,9.59234476802676,0.452581766925536,0.431691348550407
8,3,6,0.183975156355308,0.2340811440379,10.8435812776673,0.471782441545136,0.445863867819988
8,3,7,0.24185852937816,0.257683007482133,14.2533067546795,0.646372462610517,0.616687484677741
8,3,8,0.258452080158584,0.282196310320884,15.2320155777654,0.671408625782774,0.637160422169735
8,3,9,0.182848325516134,0.185857494574193,10.7757029869891,0.501640412074454,0.478335849418665
8,3,10,0.219806764829588,0.217436039800811,12.9531660221638,0.645759801659611,0.613752124290035
8,3,11,0.178461652982126,0.203458980301874,10.5173843145481,0.519978909121265,0.481990569856565
8,3,12,0.169944999455015,0.198888937881269,10.0167255864854,0.496368969545829,0.464678447028765
8,3,13,0.170721159758302,0.171825508991377,10.0642335522522,0.462900519227856,0.434013832203532
8,3,14,0.155935162948602,0.196079795006475,9.19151432078062,0.413885738843645,0.390611333899574
8,3,15,0.136034781703888,0.146339816381242,8.01785786853988,0.388789078408429,0.366115641860107
8,3,16,0.183237877254643,0.206957596518643,10.800130701347,0.52606161808811,0.499719028044718
