Subject,Block,Condition,Optode,NonFiniteSampleCount,NonPositiveSampleCount,BaselineCV730,BaselineCV850,AmbientToSignalRatio,AmbientCorrelation730,AmbientCorrelation850,MotionCandidateFraction,MathematicallyValidChannel
3,5,1,5,0,0,0.00460424250835757,0.00649900948017116,0.0466810601925997,0.0322213081687671,-0.248110802731538,0,1
3,5,1,6,0,0,0.0056838602683849,0.00425029321002351,0.0710127665559044,0.0482704522146385,-0.0037991842535799,0,1
3,5,1,7,0,0,0.0069614753321373,0.007272924131296,0.0974449766698739,0.0587902155515407,0.122350834012139,0,1
3,5,1,8,0,0,0.00812988347388122,0.00647375680662572,0.0837003281639109,0.247879480675737,0.544263588120318,0,1
3,5,1,9,0,0,0.00679551543286871,0.00574559861053672,0.0778322281097501,0.642272859127794,0.390929460207788,0,1
3,5,1,10,0,0,0.00454975807457084,0.00531519527176781,0.0710156623601868,0.304902586145887,0.444071606304274,0,1
3,5,1,11,0,0,0.00435413337241566,0.00458602366078683,0.0700187554604899,-0.0171545364087206,-0.0784680745200962,0,1
3,5,1,12,0,0,0.00397792618825988,0.00518383198150429,0.089437150825535,0.50863102840309,0.280341613249014,0,1
3,5,1,13,0,0,0.00340491405819764,0.00487558843717021,0.0809791873411426,-0.0423592276349809,0.0773963904442781,0,1
3,5,1,14,0,0,0.00270886786896736,0.00553191310490286,0.0617602208554583,0.307508253610599,0.613863366396364,0,1
3,5,1,15,0,0,0.00130253194517764,0.00459857291891198,0.219550317206862,NaN,NaN,0,1
3,5,1,16,0,0,0.000395687612690994,0.00103040026028288,0.0400250056568055,0.0173284949831305,-0.44192614529269,0,1
3,6,1,1,0,0,0.000999490323676602,0.000952277149226923,0.242649635558559,-0.0723716808976259,0.202116236600182,0,1
3,6,1,2,0,0,0.00105763468277672,5.35893770644689e-05,0.0833562496007235,-0.21114875491887,-0.700829422931294,0,1
3,6,1,3,0,0,0.00165911192445165,0.000213146639490779,0.0842240470706922,-0.111678717120596,0.21685525253656,0,1
3,6,1,4,0,0,0.00115287943030159,0.000451227245542407,0.0657014604408772,0.430258513284443,-0.0696732357718905,0,1
